,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Bûche de Noël facile,4.5,159,"oeuf,sucre en poudre,farine,levure alsacienne,chocolat,beurre.Séparer les blancs des jaunes d'oeufs.Fouetter les jaunes d'oeuf avec le sucre et 3 cuillères à soupe d'eau tiède, pour faire...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-facile_18219.aspx,bon marché,facile,1600,d,c
Biscuits vitraux de Noël,4.6,31,"beurre,sucre,oeuf,farine,citron,vanille (ou une gousse),bonbon durs acidulés.Prévoir des emportes pièces aux formes de Noël.Mélanger le beurre ramolli et le sucre. Ajouter la farine, la vanille, le...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_biscuits-vitraux-de-noel_81873.aspx,bon marché,Niveau moyen,6700,d,c
Ricotta de brebis et chips de betterave,0,0,"betterave crues,lait de brebis,vinaigre de cidre,huile d'olive,sel,poivre,baies roses (ou votre épice/herbe préférée).Verser le lait dans une casserole, et faire...",82,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_ricotta-de-brebis-et-chips-de-betterave_528416.aspx,bon marché,Niveau moyen,0,,
Dessert au potiron,0,0,"potiron coupé en cubes,cassonade ou de sucre en poudre,oeuf,cannelle en poudre,beurre,sel.Faire cuire les morceaux de potirons à la vapeur pendant 15 min.Battre les oeufs en omelette, ajouter la...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-au-potiron_84118.aspx,bon marché,très facile,80,a,b
Bûche de Noël Vialarainne,3.6,5,"farine,fécule,oeuf,sucre cristallisé,beurre,beurre,chocolat amer,sucre cristallisé.Séparer les blancs des jaunes puis mélanger le jaune avec le sucre cristallisé. Faire fondre le beurre, puis...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-vialarainne_11534.aspx,Coût moyen,Niveau moyen,284,e,c
Les bûchettes de Noel,3.5,4,"chocolat noir,beurre,sucre glace,jaune d'oeuf,boudoir,chocolat en poudre.Enferme les boudoirs dans un torchon propre et écrase les avec un rouleau à patisserie. Sur le feu doux, fais à peine fondre le...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_les-buchettes-de-noel_18825.aspx,bon marché,facile,537,e,c
Gâteau flocon de Noël,4,1,"pâte à pizza,pâte à tartiner au chocolat,jaune d'oeuf.Superposer chaque pâte à pizza les une sur les autres en ajoutant entre chacune d'elle une couche de pâte à tartiner (ou de la garniture de...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-flocon-de-noel_334414.aspx,bon marché,facile,246,c,b
Purée de butternut et filet de poulet,4.5,2,"butternut,Filet de Poulet Fumé conservation sans nitrite HERTA®,crème liquide,fromage frais à tartiner nature,Bouillon KUB Volaille MAGGI®,ail,pomme de terre à purée,huile...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_puree-de-butternut-et-filet-de-poulet_372616.aspx,bon marché,très facile,105,,
Biscuits de Noël siciliens,5,2,"farine de blé fluide,oeuf,chocolat noir ""dessert"",sucre glace,huile de friture.Mettre la farine en fontaine sur le plan de travail.Y adjoindre un à un les œufs et former un pâton en pétrissant.Selon...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_biscuits-de-noel-siciliens_64114.aspx,Coût moyen,Niveau moyen,919,c,c
Gâteau de Noël allemand,4.7,9,"oeuf,chocolat noir,noix et de noisettes,sucre,beurre,farine.La préparation est très simple... Broyez les chocolat, les noix et les noisettes et mélangez-les au sucre, au beurre et à la farine et aux...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-noel-allemand_23982.aspx,Coût moyen,très facile,1100,d,d
Biscuits sablés de Noël,4.2,49,"farine,sucre en poudre,sucre vanillé,levure,beurre,oeuf entier + 1 jaune d’œuf,sel,cannelle (facultatif),sucre glace,blanc d'oeuf,jus de citron,colorant alimentaires.Préparation des biscuits :...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_biscuits-sables-decores_221974.aspx,bon marché,facile,3700,e,c
Bûche de Noël au chocolat,4.4,5,"oeuf,sucre en poudre,farine,levure alsacienne,chocolat en morceaux,beurre,eau tiède.Préchauffer votre four à 180°C degrés chaleur tournante Battre les 4 jaunes d'oeufs avec le sucre et l'eau tiede,...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-au-chocolat_343039.aspx,bon marché,facile,1200,d,c
Carpaccio de kiwi de l'Adour-fraises,0,0,"kiwi,fraises,jus de citron,sucre glace,vinaigre balsamique vieux (6 à 10 ans d’âge).Lavez et épluchez tous les kiwis. ...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=48&page=5,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_carpaccio-de-kiwi-fraises_392500.aspx,bon marché,facile,0,,
Bûche de Noël de Charquemont,0,0,"oeuf,farine,fécule de pomme de terre,sucre,levure,beurre,chocolat à patisserie,sucre,oeuf.Sortir le beurre et le couper en petits dés.Préchauffer le four à 180°C, chaleur tournante (bouton...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-de-charquemont_313945.aspx,bon marché,Niveau moyen,36,e,c
Rouelle de porc de Noël,4.8,69,"porc,sirop d'érable,sauce soja,sauce worcestershire,orange,oignon,ail,clou de girofle,gingembre moulu,cannelle,poivre,sel.1 ) préparer la marinade : mélanger sirop d'érable, sauce soja, sauce...",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_rouelle-de-porc-de-noel_19194.aspx,bon marché,très facile,9500,b,d
Bûche de noël excellente !,4.2,15,"jaune d'oeuf,sucre,sucre vanillé,maïzena,lait,beurre,oeuf,sucre,maïzena,farine,cacao amer,crème pâtissière préparée en 1ère partie,beurre,chocolat noir pâtissier,crème liquide,beurre...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-excellente_62808.aspx,bon marché,facile,1500,d,c
Cidre chaud de noël,0,0,"cidre,jus de pomme,cannelle,étoile de badiane,clou de girofle,pomme,miel si besoin pour sucrer.Verser le jus de pomme et le cidre à chauffer dans une casserole avec la cannelle, les étoiles de badiane...",38,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cidre-chaud-de-noel_349215.aspx,bon marché,très facile,309,b,b
Salade tiède de pomme de terre et mâche,4.3,3,"pomme de terre,mâche,échalote,huile,vinaigre de cidre,sel,poivre.Cuire les pommes de terre avec leur peau, départ eau froide et non salée, jusqu’à ce que la lame du...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-tiede-de-pomme-de-terre-et-mache_372029.aspx,bon marché,très facile,1900,,
Etoiles glacées de Noël,2.9,36,"blanc d'oeuf,sucre fin,sucre vanillé,cannelle,amandes moulues,sucre glace,jus de citron.Battre les blancs d'oeufs en neige très ferme. Ajouter peu à peu le sucre, le sucre vanillé et la cannelle;...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_etoiles-glacees-de-noel_19506.aspx,Coût moyen,facile,4800,d,d
Délice de noël au chocolat,0,0,"blanc d'oeuf,sucre semoule,noisettes en poudre,sucre glace,poudre d'amandes,lait,chocolat,crème fraîche liquide à 35%,chocolat pour faire les cercles.Dacquoise aux amandes et noisettes :Préchauffez...",195,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_delice-de-noel_222341.aspx,Coût moyen,difficile,123,d,d
Crème dessert aux marrons,3.7,6,"lait,crème de marron (selon les goûts),sucre,maïzena.Dans une casserole, verser la maïzena, le sucre puis la crème de marrons. Bien mélanger ces ingrédients pour en faire une pâte. Ajouter le...",13,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_creme-dessert-aux-marrons_69789.aspx,bon marché,très facile,483,c,b
Truffe de Noël vegan,0,0,"chocolat noir,huile de coco désodorisée,cacao en poudre,boisson aux amandes.Casser le chocolat noir en morceaux, dans un bol.  Le faire fondre au bain-marie.Une fois le chocolat noir fondu, ajouter...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_truffe-de-noel-vegan_382422.aspx,bon marché,facile,1,d,d
Fricassée de Lambi de Julien Duboué,0,0,"lambis,papaye,citron,tomate,piment végétarien,persil,cive,laurier.Émincer le lambi en tranche après l’avoir frotté avec de la papaye pour l’attendrir....",140,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_fricassee-de-lambi-de-julien-duboue_528205.aspx,Coût moyen,facile,0,,
Pâté en croûte (de Noël) ,5,1,"pâte brisée,blanquette de veau ,jambon blanc (une tranche épaisse),gelée de Madère,vin blanc ordinaire,oeuf,thym,feuille de laurier.Préchauffer le four à 180°C (thermostat 6). La veille : couper...",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pate-en-croute-de-noel_232191.aspx,Coût moyen,facile,256,b,d
Kit pour cookies de Noël,4,2,"farine,bicarbonate,levure chimique,pépites de chocolat,flocons d'avoine,sucre de canne.Dans un récipient, mélanger la farine, la levure et le bicarbonate. Verser le mélange dans un pot à confiture....",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_kit-pour-cookies-de-noel_383195.aspx,bon marché,très facile,0,e,d
Lait de poule pour Noël,4.6,22,"sucre,jaune d'oeuf,lait,cannelle,muscade.Faites chauffer le lait dans une casserole avec la cannelle et la noix de muscade (attention à ne pas faire bouillir la préparation).Mélangez le jaune d'oeuf...",7,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_lait-de-poule-pour-noel_340080.aspx,bon marché,très facile,1300,b,b
Chapon farci de Noel,4.8,61,"chapon d'environ 3 kg,persil,échalote,ail,pain,lait,épinards frais,Foie gras mi-cuit,oeuf entier,foie du chapon ou 100 g de foie de lapin (ou de volailles),poivre du moulin,sel,huile,beurre.Ôter les...",158,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_chapon-farci-de-noel_43584.aspx,assez cher,difficile,1100,c,d
Sablés aux croûtes de fromage de GoodPlanet,0,0,"farine,eau,huile d'olive,sel,poivre,carotte,croûte de fromage.Laver et éplucher les carottes. Garder les épluchures pour faire un chutney.Râper les carottes et les...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=60&page=6,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_sables-aux-croutes-de-fromage-de-goodplanet_529206.aspx,bon marché,facile,0,,
Bûche de Noël tiramisu,4.2,25,"oeuf,farine,sucre,levure chimique,beurre fondu,café fort,rhum,kirsch,malibu,mascarpone,oeuf,sucre vanillé,mascarpone,sucre glace,extrait de café liquide,chocolat.Pour le biscuit: séparer les blancs...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-tiramisu_84870.aspx,Coût moyen,Niveau moyen,2100,d,c
Sablés de Noël (Ausstecherle),4.2,175,"oeuf,farine,beurre mou ou de bonne margarine,sucre en poudre,citron ou d'orange (non traité ou bio).Battre le beurre pour qu'il devienne presque mousseux. Ajouter les oeufs, le sucre et battre pendant...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_sables-de-noel-ausstecherle_33325.aspx,bon marché,très facile,1200,d,d
Bûche au citron de Noël,4.3,3,"jaune d'oeuf,blanc d'oeuf,sucre poudre,farine (ou 75 g de farine et 75 g de maïzena),citron pour le zeste,oeuf,sucre,citron pour son jus,beurre,blanc d'oeuf,citron,sucre glace.Préparer le biscuit...",128,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-au-citron-de-noel_229616.aspx,Coût moyen,Niveau moyen,453,c,c
Bonet (dessert italien au cacao),5,1,"oeuf,cassonade (+ 50 g si on fait un caramel),lait,cacao non sucré,biscuit amaretti secs,rhum,amaretto (ou de marsala).Attention: on peut sauter l'étape 'caramel' (en particulier, si on fait la recette...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bonet-dessert-italien-au-cacao_29894.aspx,Coût moyen,Niveau moyen,257,d,c
Viennoise de Volaille,4.3,3,"blanc de poulet ou volaille au choix,chapelure,oeuf entiers battus,farine,persil (l'équivalent d'¼ de botte),menthe (l'équivalent d'¼ de botte),basilic (l'équivalent d'¼ de...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_viennoise-de-volaille_392531.aspx,bon marché,facile,0,,
Crème dessert cacao coco,3,2,"lait de coco (250 ml),agar-agar,sucre de canne,cacao,noix de coco rapée.Ultra simple :Faire chauffer dans une casserole le lait de coco et l'agar-agar jusqu'à ébullition. Laisser frémir 1 min.Ajouter...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_creme-dessert-bounty_174846.aspx,bon marché,facile,293,c,c
Poires au miel (dessert chinois),5,3,"poire de taille moyenne,sucre,miel,liqueur sucrée (Mei Kui Lu, Cherry brandy ou crème de menthe).Peler les poires en leur laissant la queue et 1 cm de peau autour de celle-ci, pour pouvoir les prendre...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_poires-au-miel-dessert-chinois_66138.aspx,bon marché,facile,376,b,b
Bûche de Noël de mon enfance,4.6,16,"sucre semoule,maïzena,oeuf,farine,amandes en poudre,sucre vanillé,sucre semoule,sucre vanillé,eau,rhum (à doser selon le goût),mousse au chocolat ,chocolat dessert 70%,oeuf,sucre glace,beurre,rhum (selon...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-de-mon-enfance_65553.aspx,Coût moyen,Niveau moyen,1300,d,d
Gateau à la crème dessert,5,2,"crème dessert chocolat,oeuf,sucre ou cassonade,huile de tournesol,farine,chocolat,levure.Préchauffer votre four à 180°C (thermostat 6).Mélanger la crème dessert chocolat avec les oeufs, l'huile et...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-a-la-creme-dessert_343985.aspx,bon marché,très facile,328,d,c
Pastilla de confit de canard par Laurent Mariotte,4,3,"cuisse de canard confites (600 g en poids net égoutté),amandes entières mondées,oignon,cannelle en poudre,gingembre en poudre,sucre glace,oeuf,coriandre ,persil,feuille de...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pastilla-de-confit-de-canard_528644.aspx,Coût moyen,facile,0,,
Crème dessert vanille et caramel ,4.6,5,"jaune d'oeuf,sucre,maïzena,lait,crème liquide (allégée ou pas),vanille (ou un sachet de sucre vanillé, ou de l'arôme de vanille),cannelle moulue,caramel liquide.Fouetter les jaunes d'oeufs avec le...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=72&page=7,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_creme-dessert-vanille-et-caramel_347162.aspx,bon marché,très facile,3500,c,b
